Date,StartTime,Duration,Activity,ActivityType,LogType,Steps,Distance,ElevationGain,Calories,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,AverageHeartRate,OutOfRangeHeartRateMinutes,FatBurnHeartRateMinutes,CardioHeartRateMinutes,PeakHeartRateMinutes
10/27/2017,18:12:34,1749000,Walk,90013,auto_detected,2375,0,6.096,198,2,2,8,17,99,8,21,0,0
10/30/2017,8:24:23,1229000,Walk,90013,auto_detected,2054,0,9.144,168,0,1,1,18,108,0,19,1,0
10/30/2017,19:15:55,2510000,Walk,90013,auto_detected,3948,0,39.624,319,0,3,6,32,104,4,38,0,0
10/31/2017,8:31:19,1331000,Walk,90013,auto_detected,2281,0,15.24,178,1,0,2,19,107,2,20,0,0
10/31/2017,15:07:20,1389000,Walk,90013,auto_detected,2153,0,21.336,188,0,2,0,21,110,1,22,0,0
10/31/2017,20:55:47,1024000,Walk,90013,auto_detected,1644,0,6.096,136,0,0,2,15,105,0,17,0,0
11/1/2017,9:00:16,1874000,Run,90009,tracker,3668,4.045046,45.415,289,0,0,0,22,148,0,0,16,6
11/1/2017,21:49:04,1433000,Walk,90013,auto_detected,2427,0,24.384,198,0,1,0,22,113,0,23,0,0
11/3/2017,10:38:45,974000,Walk,90013,auto_detected,1507,0,15.24,133,0,1,2,13,114,0,16,0,0
11/4/2017,9:42:46,1878000,Run,90009,tracker,4785,5.398906,50.902,386,1,0,0,29,147,0,1,24,5
11/4/2017,10:24:12,370000,Fitstar: Personal Trainer,31149539,fitstar,117,0,0,45,0,6,0,0,96,1,5,0,0
11/6/2017,7:32:36,1178000,Walk,90013,auto_detected,2065,0,6.096,171,0,1,1,18,107,1,17,1,1
11/7/2017,7:37:22,1433000,Walk,90013,auto_detected,2369,0,30.48,262,0,0,0,23,139,0,13,3,8
11/8/2017,20:50:13,1076000,Walk,90013,auto_detected,1573,0,6.096,134,0,1,0,16,105,2,16,0,0
11/9/2017,15:02:08,922000,Walk,90013,auto_detected,1393,0,6.096,115,1,0,2,12,106,1,14,0,0
11/10/2017,8:23:23,1536000,Walk,90013,auto_detected,1779,0,15.24,166,3,14,0,8,102,7,18,0,0
11/10/2017,11:46:26,1024000,Walk,90013,auto_detected,1536,0,9.144,133,0,1,3,13,108,0,17,0,0
11/11/2017,9:39:00,2206000,Run,90009,tracker,5937,6.47782,45.415,472,0,0,0,37,149,0,0,29,6
11/11/2017,11:25:12,1126000,Walk,90013,auto_detected,1505,0,15.24,171,1,0,1,16,117,1,11,4,2
11/11/2017,21:35:39,977000,Walk,90013,auto_detected,1432,0,0,120,0,0,2,14,100,3,13,0,0
11/12/2017,10:04:04,1433000,Walk,90013,auto_detected,2290,0,0,181,0,0,3,20,108,0,23,0,0
11/12/2017,12:10:25,3381000,Walk,90013,auto_detected,4178,0,33.528,361,9,5,5,37,98,15,41,0,0
11/13/2017,15:02:56,2304000,Walk,90013,auto_detected,3650,0,0,304,0,0,7,32,106,1,37,1,0
11/15/2017,10:08:56,2356000,Walk,90013,auto_detected,3729,0,9.144,283,1,0,6,32,98,6,34,0,0
11/19/2017,19:31:05,922000,Walk,90013,auto_detected,1346,0,12.192,113,0,0,4,11,100,1,14,0,0
11/20/2017,11:57:57,922000,Walk,90013,auto_detected,1293,0,0,111,0,1,5,9,103,2,14,0,0
11/22/2017,8:13:07,1229000,Walk,90013,auto_detected,1640,0,15.24,142,1,19,0,0,100,4,16,0,0
11/22/2017,10:53:30,1331000,Walk,90013,auto_detected,2180,0,12.192,168,0,0,2,20,101,2,20,0,0
11/22/2017,17:21:40,1485000,Walk,90013,auto_detected,2505,0,24.384,191,1,0,3,20,103,4,21,0,0
11/22/2017,18:28:13,1586000,Walk,90013,auto_detected,2582,0,21.336,202,0,1,3,22,105,0,26,0,0
11/24/2017,11:01:52,1331000,Walk,90013,auto_detected,2125,0,0,173,0,0,1,22,102,0,22,1,0
11/25/2017,11:27:05,1740000,Walk,90013,auto_detected,1901,0,3.048,180,0,4,17,8,98,2,27,0,0
11/25/2017,14:16:51,1485000,Walk,90013,auto_detected,1612,0,21.336,161,1,3,9,11,102,1,24,0,0
11/25/2017,18:02:05,1126000,Walk,90013,auto_detected,1646,0,0,132,0,0,5,13,104,0,18,0,0
11/27/2017,8:00:45,1331000,Walk,90013,auto_detected,2170,0,12.192,167,2,0,2,18,103,4,18,0,0
11/28/2017,15:24:29,922000,Walk,90013,auto_detected,1541,0,3.048,124,0,0,1,14,110,0,15,0,0
11/28/2017,21:11:42,1741000,Walk,90013,auto_detected,3074,0,30.48,234,0,1,2,26,109,2,27,0,0
11/29/2017,7:41:26,1229000,Walk,90013,auto_detected,2016,0,9.144,151,0,1,1,18,100,2,18,0,0
11/29/2017,21:18:43,1280000,Walk,90013,auto_detected,1848,0,9.144,151,0,2,5,15,98,2,20,0,0
12/1/2017,7:25:03,1752000,Run,90009,tracker,4783,5.321234,35.052,438,0,0,0,29,174,0,0,1,27
12/2/2017,16:50:09,1758000,Run,90009,tracker,4696,4.919289,48.158,375,0,0,0,29,153,0,0,17,11
12/3/2017,16:21:08,2841000,Run,90009,tracker,7747,8.540601,71.933,618,1,0,0,46,152,0,0,34,13
12/4/2017,9:45:14,973000,Walk,90013,auto_detected,1622,0,12.192,122,1,0,1,14,104,1,15,0,0
12/4/2017,13:30:49,1195000,Walk,90013,tracker,2286,1.80775,12.802,164,0,0,0,20,106,2,18,0,0
12/4/2017,19:15:25,1792000,Treadmill,20049,tracker,4756,5.305429,2.743,355,0,0,0,30,139,0,3,27,0
12/5/2017,7:29:33,1485000,Walk,90013,auto_detected,2610,0,21.336,201,0,1,1,22,109,3,22,0,0
12/5/2017,13:04:54,1794000,Run,90009,tracker,4818,5.018617,60.96,399,0,0,0,30,156,1,1,4,24
12/6/2017,8:46:32,972000,Walk,90013,auto_detected,1641,0,3.048,131,1,0,2,13,114,0,16,0,0
12/7/2017,8:52:42,1178000,Walk,90013,auto_detected,2008,0,6.096,153,0,1,0,18,104,1,19,0,0
12/7/2017,12:55:53,1126000,Walk,90013,auto_detected,1662,0,18.288,140,1,2,1,14,108,2,17,0,0
12/8/2017,8:17:58,1638000,Walk,90013,auto_detected,2849,0,27.432,217,0,2,3,23,104,2,26,0,0
12/8/2017,18:50:06,1661000,Treadmill,20049,tracker,4453,4.969203,5.486,341,0,0,0,27,146,0,0,21,6
12/9/2017,9:56:06,3043000,Run,90009,tracker,8147,8.968539,65.227,646,0,0,0,49,150,0,1,37,11
12/10/2017,17:15:04,2155000,Run,90009,tracker,5904,6.483625,41.758,460,0,0,0,35,150,0,1,29,6
12/11/2017,18:25:49,1693000,Treadmill,20049,tracker,4643,5.186234,3.353,367,0,0,0,28,150,0,0,12,16
12/12/2017,7:31:47,1024000,Walk,90013,auto_detected,1693,0,15.24,135,0,0,2,15,104,2,15,0,0
12/12/2017,17:17:59,1690000,Run,90009,tracker,4600,4.852554,67.666,351,0,0,0,29,147,0,0,26,2
12/13/2017,7:21:43,1997000,Walk,90013,auto_detected,3097,0,12.192,239,2,7,2,22,101,4,29,0,0
12/13/2017,21:25:29,1433000,Walk,90013,auto_detected,2368,0,21.336,181,0,0,3,20,102,1,23,0,0
12/14/2017,8:09:41,1280000,Walk,90013,auto_detected,2167,0,6.096,163,0,2,1,19,96,6,16,0,0
12/14/2017,18:08:35,2862000,Run,90009,tracker,7602,8.302132,68.58,584,0,0,0,46,146,0,1,44,0
12/14/2017,21:37:40,1536000,Walk,90013,auto_detected,2491,0,6.096,194,0,1,4,21,102,0,26,0,0
12/15/2017,7:28:59,1433000,Walk,90013,auto_detected,2556,0,12.192,190,0,1,0,23,102,3,21,0,0
12/15/2017,18:20:13,2267000,Run,90009,tracker,5970,6.041781,102.718,481,0,0,0,36,152,0,0,27,10
12/16/2017,14:51:57,1775000,Run,90009,tracker,4922,5.525671,30.785,386,0,0,0,30,150,0,0,24,5
12/16/2017,19:26:00,1792000,Walk,90013,auto_detected,2930,0,21.336,227,0,1,5,24,101,0,30,0,0
12/16/2017,20:30:50,2253000,Walk,90013,auto_detected,3587,0,18.288,282,0,1,7,30,102,2,36,0,0
12/17/2017,8:10:31,1996000,Walk,90013,auto_detected,3391,0,39.624,267,1,0,5,27,106,4,28,0,0
12/17/2017,15:28:29,2833000,Run,90009,tracker,7834,8.39575,63.094,633,0,0,0,46,154,0,0,27,20
12/18/2017,7:30:29,1587000,Walk,90013,auto_detected,2720,0,30.48,211,0,1,2,23,106,0,26,0,0
12/18/2017,20:56:45,2815000,Walk,90013,auto_detected,4781,0,30.48,370,0,3,5,39,103,5,42,0,0
12/19/2017,5:27:49,1229000,Walk,90013,auto_detected,2108,0,9.144,159,0,1,0,19,99,3,18,0,0
12/19/2017,18:12:16,1894000,Walk,90013,auto_detected,3261,0,18.288,262,0,0,1,30,109,1,30,0,0
12/20/2017,10:40:19,2713000,Walk,90013,auto_detected,3358,0,0,309,1,7,6,31,102,2,43,0,0
12/21/2017,9:33:08,1331000,Walk,90013,auto_detected,2196,0,12.192,172,0,1,1,20,102,0,22,0,0
12/21/2017,15:10:08,1076000,Walk,90013,auto_detected,1856,0,9.144,153,0,0,1,16,112,1,17,0,0
12/21/2017,19:05:37,1381000,Walk,90013,auto_detected,2230,0,6.096,196,0,2,3,18,113,1,19,2,0
12/22/2017,11:56:40,1177000,Walk,90013,auto_detected,1991,0,12.192,165,0,0,1,18,111,1,18,1,0
12/22/2017,20:46:28,1434000,Walk,90013,auto_detected,2395,0,21.336,190,0,2,2,20,104,2,21,0,0
12/26/2017,9:49:57,1946000,Walk,90013,auto_detected,2854,0,0,237,0,3,3,26,98,6,27,0,0
12/26/2017,11:40:52,921000,Sport,15000,auto_detected,705,0,0,98,0,2,10,4,98,3,13,0,0
12/27/2017,7:49:38,1689000,Walk,90013,auto_detected,2790,0,12.192,221,1,1,2,24,102,4,22,0,0
12/27/2017,12:36:19,921000,Walk,90013,auto_detected,1567,0,6.096,135,0,1,0,14,113,1,14,0,0
12/28/2017,7:56:44,1843000,Walk,90013,auto_detected,3325,0,36.576,237,0,0,6,24,93,12,19,0,0
12/28/2017,12:20:23,1126000,Walk,90013,auto_detected,1952,0,9.144,161,0,1,1,17,106,2,17,0,0
12/28/2017,18:17:36,1835000,Treadmill,20049,tracker,4977,5.34214,6.401,406,0,0,0,31,146,0,1,22,8
12/29/2017,8:02:59,1382000,Walk,90013,auto_detected,2408,0,33.528,197,0,0,4,20,104,4,20,0,0
12/29/2017,13:44:15,1792000,Walk,90013,auto_detected,3035,0,24.384,254,0,1,2,26,111,0,30,0,0
12/29/2017,21:25:51,2201000,Walk,90013,auto_detected,3924,0,30.48,303,0,0,4,33,105,1,36,0,0
12/30/2017,15:53:44,2108000,Run,90009,tracker,5880,6.511234,42.977,457,0,0,0,35,148,0,0,31,4
12/30/2017,21:05:42,3738000,Walk,90013,auto_detected,5549,0,60.96,472,3,4,6,49,105,7,55,0,0
12/31/2017,17:09:28,2110000,Run,90009,tracker,5636,6.130015,47.854,434,0,0,0,35,147,0,1,29,4
1/1/2018,18:32:35,1536000,Walk,90013,auto_detected,2444,0,6.096,189,0,2,1,22,102,2,24,0,0
1/2/2018,8:35:35,1485000,Walk,90013,auto_detected,2613,0,9.144,204,0,1,2,22,109,1,24,0,0
1/2/2018,19:33:20,1126000,Walk,90013,auto_detected,1880,0,15.24,153,1,0,2,15,114,2,17,0,0
1/2/2018,21:16:35,1996000,Walk,90013,auto_detected,3204,0,15.24,252,0,2,2,29,103,1,32,0,0
1/3/2018,8:22:49,1178000,Walk,90013,auto_detected,1814,0,15.24,154,0,2,4,14,106,0,20,0,0
1/3/2018,14:51:02,1075000,Walk,90013,auto_detected,1796,0,9.144,148,0,0,1,16,113,0,17,0,0
1/4/2018,15:27:07,1177000,Walk,90013,auto_detected,1675,0,3.048,138,1,0,6,12,104,0,19,0,0
1/5/2018,7:39:48,1280000,Walk,90013,auto_detected,2227,0,12.192,175,0,1,2,19,103,1,20,0,0
1/5/2018,12:07:42,921000,Walk,90013,auto_detected,1450,0,18.288,129,0,1,2,12,108,2,14,0,0
1/6/2018,15:14:07,3410000,Run,90009,tracker,9235,9.942867,54.254,719,0,0,0,55,149,0,1,45,10
1/6/2018,20:43:14,972000,Walk,90013,auto_detected,1311,0,0,118,0,0,5,11,104,0,16,0,0
1/9/2018,7:33:56,1280000,Walk,90013,auto_detected,1752,0,12.192,152,3,8,1,9,100,5,17,0,0
1/9/2018,11:04:41,1331000,Walk,90013,auto_detected,2177,0,12.192,170,1,0,1,20,100,1,21,0,0
1/11/2018,10:03:43,1075000,Walk,90013,auto_detected,1843,0,6.096,160,0,1,0,17,116,0,18,0,0
1/11/2018,13:59:12,1024000,Walk,90013,auto_detected,1696,0,0,130,1,1,0,15,102,1,16,0,0
1/11/2018,17:29:05,4198000,Walk,90013,auto_detected,6692,0,36.576,555,0,3,9,58,106,5,64,0,0
1/11/2018,22:03:00,1280000,Walk,90013,auto_detected,2018,0,6.096,167,0,0,6,16,106,1,21,0,0
1/12/2018,9:12:12,1126000,Walk,90013,auto_detected,1191,0,9.144,142,3,15,0,0,105,6,8,1,3
1/12/2018,11:40:41,1279000,Walk,90013,auto_detected,2157,0,15.24,199,0,0,1,20,116,0,17,3,1
1/12/2018,13:26:29,1383000,Walk,90013,auto_detected,2176,0,3.048,183,0,1,2,20,108,0,23,0,0
1/12/2018,17:17:43,1433000,Walk,90013,auto_detected,1981,0,3.048,169,2,10,2,9,102,3,21,0,0
1/12/2018,18:10:37,973000,Walk,90013,auto_detected,1786,0,9.144,140,0,0,1,15,109,0,16,0,0
1/12/2018,18:48:10,1075000,Walk,90013,auto_detected,1689,0,6.096,143,0,2,1,15,105,0,18,0,0
1/12/2018,21:20:03,1690000,Walk,90013,auto_detected,1955,0,0,167,6,8,1,13,94,11,17,0,0
1/13/2018,12:29:40,1536000,Walk,90013,auto_detected,2549,0,36.576,218,0,0,5,21,108,0,26,0,0
1/14/2018,8:46:21,1331000,Walk,90013,auto_detected,1915,0,18.288,161,2,0,5,15,105,0,22,0,0
1/14/2018,12:11:06,1587000,Walk,90013,auto_detected,1684,0,9.144,161,3,2,8,13,99,5,21,0,0
1/15/2018,7:57:58,1126000,Walk,90013,auto_detected,1706,0,18.288,134,0,1,5,12,99,3,16,0,0
1/15/2018,12:20:45,1126000,Walk,90013,auto_detected,1878,0,9.144,149,0,1,0,18,101,0,19,0,0
1/15/2018,19:11:09,1382000,Walk,90013,auto_detected,2143,0,0,163,2,0,1,20,95,4,19,0,0
1/16/2018,10:31:50,973000,Walk,90013,auto_detected,1533,0,6.096,128,0,1,3,13,102,0,17,0,0
1/16/2018,15:34:41,922000,Walk,90013,auto_detected,1371,0,9.144,112,0,1,2,12,99,4,12,0,0
1/17/2018,8:08:42,1024000,Walk,90013,auto_detected,1704,0,15.24,133,0,0,5,12,101,2,15,0,0
1/17/2018,15:39:13,1023000,Walk,90013,auto_detected,1593,0,15.24,144,1,0,2,14,110,1,16,0,0
1/18/2018,17:40:38,1177000,Walk,90013,auto_detected,2031,0,9.144,162,0,0,1,18,107,1,18,1,0
1/19/2018,8:12:39,2304000,Walk,90013,auto_detected,3550,0,30.48,277,2,2,9,25,96,10,29,0,0
1/19/2018,19:10:28,1383000,Walk,90013,auto_detected,2491,0,18.288,214,0,0,0,23,110,2,18,2,1
1/20/2018,9:23:33,1433000,Walk,90013,auto_detected,2081,0,21.336,184,0,2,3,19,106,2,22,0,0
1/20/2018,13:25:51,1792000,Walk,90013,auto_detected,2730,0,33.528,222,0,2,8,20,102,4,26,0,0
1/21/2018,8:07:03,1638000,Walk,90013,auto_detected,2753,0,21.336,205,1,1,1,24,100,2,25,0,0
1/21/2018,11:13:04,972000,Walk,90013,auto_detected,1519,0,24.384,131,0,0,3,13,106,0,16,0,0
1/22/2018,7:41:51,1690000,Walk,90013,auto_detected,2942,0,6.096,218,0,2,2,25,97,4,25,0,0
1/23/2018,7:48:10,1178000,Walk,90013,auto_detected,1809,0,18.288,136,1,1,5,12,98,6,13,0,0
1/23/2018,11:57:19,921000,Walk,90013,auto_detected,1508,0,6.096,121,1,1,0,13,109,1,14,0,0
1/25/2018,7:59:53,1075000,Walk,90013,auto_detected,1634,0,18.288,132,0,8,1,8,99,4,13,0,0
1/25/2018,12:12:27,717000,Walk,90013,auto_detected,1153,0,9.144,96,0,1,0,10,111,1,11,0,0
1/25/2018,16:36:32,1064000,Walk,90013,tracker,2153,1.7105,13.411,164,0,0,0,18,118,0,17,0,0
1/26/2018,8:15:33,1126000,Walk,90013,auto_detected,1809,0,18.288,151,0,2,3,14,108,2,17,0,0
1/26/2018,11:42:52,1178000,Walk,90013,auto_detected,1979,0,9.144,165,0,1,2,17,110,0,20,0,0
1/26/2018,17:40:23,922000,Walk,90013,auto_detected,1555,0,9.144,124,0,0,1,14,110,0,15,0,0
1/27/2018,7:51:57,1996000,Walk,90013,auto_detected,3306,0,42.672,269,0,3,4,27,108,3,31,0,0
1/28/2018,7:45:28,1126000,Walk,90013,auto_detected,1879,0,15.24,157,0,2,0,17,113,2,16,1,0
1/28/2018,21:11:46,1126000,Walk,90013,auto_detected,1638,0,9.144,136,0,1,4,14,101,1,18,0,0
1/29/2018,7:28:41,2099000,Walk,90013,auto_detected,3431,0,45.72,267,0,2,6,26,104,2,33,0,0
1/29/2018,14:38:44,1434000,Walk,90013,auto_detected,2230,0,15.24,197,0,0,4,20,111,0,24,0,0
1/29/2018,21:43:36,2457000,Walk,90013,auto_detected,4472,0,15.24,347,0,1,3,37,112,0,41,0,0
1/30/2018,7:39:10,1434000,Walk,90013,auto_detected,2314,0,18.288,195,0,2,3,19,111,2,19,2,0
1/30/2018,13:05:06,973000,Walk,90013,auto_detected,1548,0,6.096,124,1,0,2,13,109,1,15,0,0
1/30/2018,15:08:49,1894000,Walk,90013,auto_detected,3298,0,12.192,260,0,0,1,30,109,0,32,0,0
1/31/2018,7:20:43,2150000,Walk,90013,auto_detected,3599,0,27.432,271,1,1,6,27,101,6,30,0,0
1/31/2018,11:46:55,1075000,Walk,90013,auto_detected,1938,0,9.144,155,0,0,1,17,114,0,18,0,0
2/1/2018,8:59:53,2252000,Walk,90013,auto_detected,3198,0,0,285,0,2,4,31,109,2,36,0,0
2/1/2018,13:59:21,614000,Walk,90013,auto_detected,942,0,6.096,81,0,0,1,9,110,0,10,0,0
2/2/2018,8:01:20,1945000,Walk,90013,auto_detected,3453,0,36.576,267,0,0,3,29,109,0,32,0,0
2/2/2018,14:44:54,768000,Walk,90013,auto_detected,1179,0,9.144,109,0,0,1,12,114,0,13,0,0
2/2/2018,18:07:06,3071000,Walk,90013,auto_detected,5153,0,18.288,402,1,0,1,49,106,1,50,0,0
2/2/2018,21:33:35,1638000,Walk,90013,auto_detected,2583,0,9.144,205,0,0,3,24,104,0,27,0,0
2/3/2018,12:20:58,1638000,Walk,90013,auto_detected,2534,0,12.192,206,0,1,3,23,103,1,27,0,0
2/4/2018,11:20:39,1126000,Walk,90013,auto_detected,1221,0,6.096,119,0,4,8,7,97,6,13,0,0
2/7/2018,15:12:06,1638000,Walk,90013,auto_detected,2722,0,15.24,213,0,1,3,23,104,1,26,0,0
2/8/2018,9:36:13,1331000,Walk,90013,auto_detected,1715,0,18.288,157,2,1,5,14,103,3,19,0,0
2/11/2018,13:37:52,1997000,Walk,90013,auto_detected,2836,0,15.24,244,0,0,7,26,102,1,33,0,0
2/12/2018,14:04:40,2406000,Walk,90013,auto_detected,3986,0,15.24,305,0,0,4,36,101,1,39,0,0
2/12/2018,18:01:53,1331000,Walk,90013,auto_detected,2139,0,6.096,164,0,1,4,18,93,7,16,0,0
2/13/2018,12:37:06,1588000,Walk,90013,auto_detected,2352,0,27.432,193,2,0,3,21,105,2,24,0,0
2/14/2018,9:07:30,1587000,Walk,90013,auto_detected,1898,0,15.24,172,4,12,0,10,98,9,17,0,0
2/14/2018,12:35:41,2458000,Walk,90013,auto_detected,4366,0,18.288,336,0,1,1,39,107,1,40,0,0
2/14/2018,13:51:37,922000,Walk,90013,auto_detected,1396,0,3.048,113,0,0,1,14,105,0,15,0,0
2/14/2018,14:32:35,1433000,Walk,90013,auto_detected,1928,0,21.336,174,0,7,1,16,99,4,19,1,0
2/14/2018,17:58:11,1689000,Walk,90013,auto_detected,2530,0,6.096,202,1,1,2,24,101,2,26,0,0
2/15/2018,15:06:56,921000,Walk,90013,auto_detected,1148,0,3.048,108,0,2,4,9,102,3,13,0,0
2/16/2018,14:20:17,768000,Walk,90013,auto_detected,780,0,6.096,82,0,2,5,5,101,1,12,0,0
2/16/2018,17:21:10,2663000,Walk,90013,auto_detected,4144,0,30.48,320,1,1,8,34,100,2,42,0,0
2/17/2018,9:26:12,1331000,Walk,90013,auto_detected,1793,0,15.24,153,3,2,2,15,104,4,18,0,0
2/17/2018,15:23:41,922000,Walk,90013,auto_detected,1119,0,0,102,0,2,5,8,100,1,15,0,0
2/18/2018,13:42:25,1690000,Walk,90013,auto_detected,2589,0,21.336,215,2,2,3,21,107,4,24,0,0
2/18/2018,17:42:24,1805000,Run,90009,tracker,4726,4.855703,46.33,374,0,0,0,29,149,0,1,20,8
2/19/2018,9:31:03,1177000,Walk,90013,auto_detected,1779,0,18.288,148,1,0,3,15,109,0,19,0,0
2/19/2018,14:46:45,1177000,Walk,90013,auto_detected,1692,0,33.528,154,0,2,5,13,106,2,18,0,0
2/20/2018,14:10:17,1075000,Walk,90013,auto_detected,1731,0,21.336,162,0,0,0,18,117,0,17,1,0
2/20/2018,15:43:17,1076000,Walk,90013,auto_detected,1636,0,0,127,0,1,6,11,101,1,17,0,0
2/21/2018,8:42:03,1229000,Walk,90013,auto_detected,1606,0,12.192,136,2,1,5,12,100,2,18,0,0
2/21/2018,11:56:34,2713000,Walk,90013,auto_detected,4367,0,36.576,339,1,0,8,36,101,2,43,0,0
2/21/2018,16:47:32,973000,Walk,90013,auto_detected,1450,0,0,117,1,0,2,13,104,0,16,0,0
2/22/2018,14:09:08,716000,Walk,90013,auto_detected,742,0,0,78,1,0,4,6,106,1,11,0,0
2/22/2018,16:55:30,1587000,Walk,90013,auto_detected,2416,0,18.288,199,0,1,4,21,103,0,26,0,0
2/23/2018,10:14:50,1228000,Walk,90013,auto_detected,1904,0,21.336,161,0,1,3,17,104,1,20,0,0
2/23/2018,12:50:58,1024000,Walk,90013,auto_detected,1431,0,3.048,129,0,1,4,12,105,0,18,0,0
2/24/2018,8:12:17,1075000,Walk,90013,auto_detected,1769,0,18.288,153,0,1,2,15,114,0,18,0,0
2/25/2018,19:01:55,666000,Walk,90013,auto_detected,684,0,6.096,78,0,1,4,6,104,2,10,0,0
2/26/2018,10:12:22,1177000,Walk,90013,auto_detected,1865,0,21.336,143,0,1,5,13,99,4,15,0,0
2/26/2018,15:34:01,1229000,Walk,90013,auto_detected,1994,0,18.288,147,0,0,7,13,100,0,20,0,0
2/28/2018,15:36:23,2816000,Walk,90013,auto_detected,4611,0,27.432,359,0,1,5,41,102,1,46,0,0
3/1/2018,11:30:56,1536000,Walk,90013,auto_detected,2560,0,6.096,208,0,0,2,23,108,1,25,0,0
3/1/2018,15:43:31,1741000,Walk,90013,auto_detected,2880,0,15.24,224,0,0,2,27,102,0,29,0,0
3/1/2018,16:45:48,2714000,Walk,90013,auto_detected,4572,0,18.288,365,0,1,1,43,106,3,43,0,0
3/2/2018,17:06:37,1331000,Walk,90013,auto_detected,2193,0,12.192,168,0,0,3,19,102,0,22,0,0
3/4/2018,14:46:30,2355000,Walk,90013,auto_detected,3814,0,18.288,303,0,1,3,35,102,1,38,0,0
3/5/2018,16:18:07,1383000,Walk,90013,auto_detected,2175,0,6.096,170,1,1,4,17,101,1,22,0,0
3/6/2018,11:59:54,2150000,Walk,90013,auto_detected,3473,0,24.384,269,0,0,7,29,99,2,34,0,0
3/6/2018,17:53:59,1280000,Walk,90013,auto_detected,2133,0,9.144,177,0,0,4,18,106,0,22,0,0
3/7/2018,13:33:21,1740000,Walk,90013,auto_detected,2482,0,12.192,216,0,7,3,19,104,4,25,0,0
3/8/2018,8:45:16,1741000,Walk,90013,auto_detected,2644,0,27.432,224,1,1,4,23,104,2,27,0,0
3/8/2018,13:35:22,819000,Walk,90013,auto_detected,886,0,0,83,0,3,7,4,92,6,8,0,0
3/8/2018,14:26:34,1485000,Walk,90013,auto_detected,1476,0,0,147,2,11,5,6,93,7,18,0,0
3/8/2018,18:25:28,1024000,Walk,90013,auto_detected,1667,0,3.048,131,0,1,0,16,99,0,17,0,0
3/9/2018,11:07:13,2611000,Walk,90013,auto_detected,4162,0,45.72,340,2,9,2,30,105,3,40,0,0
3/9/2018,14:46:31,768000,Walk,90013,auto_detected,967,0,0,86,0,1,5,7,98,2,11,0,0
3/10/2018,15:32:01,1485000,Walk,90013,auto_detected,2430,0,15.24,187,0,0,3,21,102,0,24,0,0
3/11/2018,12:36:00,1536000,Walk,90013,auto_detected,2340,0,3.048,183,0,1,12,13,97,2,24,0,0
3/12/2018,14:59:39,3021000,Walk,90013,auto_detected,4814,0,27.432,378,0,2,9,39,103,0,50,0,0
3/13/2018,12:42:35,1587000,Walk,90013,auto_detected,2497,0,21.336,198,1,0,4,21,103,1,26,0,0
3/13/2018,14:24:06,1382000,Walk,90013,auto_detected,2197,0,9.144,171,0,0,4,19,100,1,22,0,0
3/13/2018,15:28:57,1791000,Walk,90013,auto_detected,2827,0,21.336,241,0,0,3,27,110,0,30,0,0
3/14/2018,11:06:27,2047000,Walk,90013,auto_detected,3393,0,12.192,276,0,0,5,29,108,0,34,0,0
3/15/2018,12:44:52,717000,Walk,90013,auto_detected,823,0,0,82,0,0,7,5,102,0,12,0,0
3/15/2018,17:40:56,1587000,Walk,90013,auto_detected,2634,0,9.144,211,0,1,2,24,105,0,27,0,0
3/16/2018,9:18:41,1024000,Walk,90013,auto_detected,1700,0,15.24,133,0,1,3,13,102,1,16,0,0
3/17/2018,15:12:14,1229000,Walk,90013,auto_detected,1728,0,21.336,153,0,0,5,15,104,2,18,0,0
3/17/2018,15:59:10,1485000,Walk,90013,auto_detected,1889,0,18.288,160,1,6,7,10,99,5,19,0,0
3/18/2018,9:43:10,819000,Walk,90013,auto_detected,1164,0,12.192,97,0,1,3,9,101,1,12,0,0
3/18/2018,11:15:20,819000,Walk,90013,auto_detected,1191,0,0,99,0,0,3,10,109,0,13,0,0
3/19/2018,18:58:51,2048000,Walk,90013,auto_detected,3692,0,36.525,331,0,0,2,32,122,0,26,1,6
3/20/2018,8:04:43,1126000,Walk,90013,auto_detected,1993,0,9.144,175,0,1,1,17,116,1,12,5,0
3/22/2018,14:38:49,615000,Walk,90013,auto_detected,845,0,6.096,86,0,0,3,8,111,0,11,0,0
3/23/2018,10:59:51,717000,Walk,90013,auto_detected,1118,0,3.048,92,0,0,0,11,110,0,12,0,0
3/23/2018,14:45:07,2150000,Walk,90013,auto_detected,3550,0,0,287,0,0,3,32,111,0,33,1,0
3/23/2018,15:20:57,972000,Walk,90013,auto_detected,1076,0,0,104,0,4,8,5,97,3,14,0,0
3/23/2018,22:58:16,1024000,Walk,90013,auto_detected,1460,0,9.144,122,1,1,1,14,100,3,14,0,0
3/24/2018,9:48:28,1792000,Walk,90013,auto_detected,2801,0,24.384,236,0,1,5,24,110,0,30,0,0
3/24/2018,17:45:25,1945000,Walk,90013,auto_detected,3433,0,9.144,261,0,0,1,31,108,0,32,0,0
3/25/2018,14:37:27,1024000,Walk,90013,auto_detected,1660,0,0,129,0,0,2,15,102,0,17,0,0
3/25/2018,15:39:44,1126000,Walk,90013,auto_detected,1753,0,9.144,135,0,1,5,12,100,1,18,0,0
